,Assunto/ palavras-chave,Autor,Data,Identifier,Tipo do recurso,Título
313,Oil paint,Autor desconhecido,1937,,óleo sobre tela,O calvário
314,Oil paint,Artur Timóteo da Costa,1912,,óleo sobre tela,Retrato de Silvia Meyer
315,Oil paint,"Glauco Rodrigues, Glauco Rodrigues",1960,,,Marrom
316,Oil paint,João Magalhães,1990,,óleo sobre tela,Sem título
317,Oil paint,Eliseu Visconti,1905,,óleo sobre tela,Retrato da escultora Nicolina Vaz de Assis
318,Oil paint,UBI BAVA,1961,,óleo sobre tela,Catedral fabulosa
319,Oil paint,Agostinho da Mota,1851/1855,,óleo sobre tela,Vista de Roma
320,Oil paint,Frans Post,1637/1680,,óleo sobre tela,Engenho de cana
321,Oil paint,Eugène Boudin,1890,,óleo sobre tela,Étretat. Barcos encalhados
322,Oil paint,Pedro Weingartner,1878/1929,,óleo sobre tela,A Derrubada
323,Oil paint,Aluísio Carvão,1960,,óleo sobre tela,Cromática
324,Oil paint,Arpad Szenes,1940,,óleo sobre tela,Retrato da poetisa Yone Stamato
325,Oil paint,Manabu Mabe,1952,,óleo sobre tela,Natureza morta
326,Oil paint,Arcângelo Ianelli,1960,,óleo sobre tela,Natureza-morta
327,Oil paint,Carlos Chambelland,1909,,óleo sobre tela,Retrato do pintor Artur Timóteo da Costa
328,Oil paint,Georgina De Albuquerque,1920,,óleo sobre tela,Raio de sol
329,Oil paint,Eduardo Sued,1985,,óleo sobre tela,Composição
330,Oil paint,Dario Vilares Barbosa,1900/1952,,óleo sobre tela,"Paisagem urbana, São Paulo, SP"
331,Oil paint,Eugène Boudin,1879,,óleo sobre tela,Vacas pastando na beira do mar
332,Oil paint,Eduardo Sued,1994,,óleo sobre tela,Composição abstrata
333,Oil paint,Yoshiya Takaoka,1938,,óleo sobre tela,Autorretrato
334,Oil paint,Djanira,1942,,óleo sobre tela,Retrato de senhora
335,Oil paint,Luís Graner,1890/1929,,óleo sobre tela,Paisagem do Silvestre
336,Oil paint,Eugène-Louis Boudin,1876,,óleo sobre tela,Bordeaux. O porto
337,Oil paint,François Bonvin,1840/1886,,óleo sobre madeira,Carne e legumes
338,Oil paint,Rafael Frederico,1895,,óleo sobre tela,A lição
339,Oil paint,Arcângelo Ianelli,1964,,óleo sobre tela,Ocre
340,Oil paint,Autor desconhecido,1601/1700,,óleo sobre tela,Jesus Cristo e a Virgem
341,Oil paint,Grandjean de Montigny,1795/1850,,óleo sobre madeira,Área romana
342,Oil paint,Rubem Ludolf,1986,,óleo sobre tela,Faixas inclinadas
343,Oil paint,Eliseu Visconti,1919,,óleo sobre tela,Vitória de Samotrácia
344,Oil paint,Henry Moret,1898,,óleo sobre tela,Colheita de feno
345,Oil paint,Henri Nicolas Vinet,1862,,óleo sobre madeira,"Vista do Convento de Santa Teresa tomada do alto de Paula Matos, Rio de Janeiro, RJ"
346,Oil paint,Orósio Belém,1945,,óleo sobre tela,Mãe Maria
347,Oil paint,Autor desconhecido,1937,,óleo sobre tela,Retrato de Claudio La Moral
348,Oil paint,Firmino Saldanha,1956,,óleo sobre tela,Composição
349,Oil paint,Daniel Bérard,1907,,óleo sobre tela,Retrato do escritor Inácio de Viveiros Raposo
350,Oil paint,Dimitri Ismailovitch,1955,,óleo sobre tela,Retrato de Elyete Cunha Costa
351,Oil paint,Henrique Bernardelli,1878/1885,,óleo sobre tela,"Paisagem romana, Itália"
352,Oil paint,Autor Desconhecido,1700/1900,,óleo sobre tela,São Pedro de Alcântara
353,Oil paint,Quirino Campofiorito,1932,,óleo sobre tela,O operário
354,Oil paint,Nicolas Antoine Taunay,1800/1825,,óleo sobre tela,São Marcos Evangelista
355,Oil paint,Léon Goupil,1890,,óleo sobre madeira,Cabeça de mulher
356,Oil paint,Autor desconhecido,1937,,óleo sobre tela,Jesus entre a plebe
357,Oil paint,Félix François Georges Ziem,1850/1910,,óleo sobre madeira,Barco ao lago
358,Oil paint,Alfredo Galvão,1938,,óleo sobre tela,Autorretrato
359,Oil paint,Vítor Meireles,1885,,óleo sobre tela,
360,Canvas,,,,,
361,Canvas,Candido Portinari,1935,,óleo sobre tela,Café
362,Canvas,Maria Auxiliadora Silva,1972,,óleo sobre tela,Colheita de flores
363,Canvas,Ubi Bava,1960,,óleo sobre tela,Composição aberta nº 3 - o indefinido
364,Canvas,Regina Vater,1972,,óleo sobre tela,Cadafalso
365,Canvas,"Paiva Brasil, José Brasil de Paiva, Dito",1974,,técnica mista sobre tela,Série 5
366,Canvas,Paulo Roberto Leal,1985,,tinta acrílica sobre tela,Interiores
367,Canvas,Paulo Campinho,1987,,tinta acrílica sobre tela,Piscina
368,Canvas,Jeannette Priolli,1992,,tinta acrílica sobre tela,Sem título
369,Canvas,Manfredo De Souzanetto,1982,,tinta acrílica sobre tela colada em madeira,Forquilha 10/82
370,Canvas,Vítor Meireles,1860,,óleo sobre tela,Primeira Missa no Brasil
371,Canvas,Jean Baptiste Debret,1817,,óleo sobre tela,Estudo para Desembarque de D.Leopoldina no Brasil
372,Canvas,Tarsila do Amaral,1923,,óleo sobre tela,Autorretrato ou Le manteau rouge
373,Canvas,Tarsila Do Amaral,1923,,óleo sobre tela,Autorretrato ou Le manteau rouge
374,Canvas,Belmiro de Almeida,1887,,óleo sibre tela,Arrufos
375,Canvas,Jean Baptiste Debret,1817,,óleo sobre tela,Retrato de D. João VI
376,Canvas,Pedro Peres,1879,,óleo sobre tela,"Elevação da cruz em Porto Seguro, BA"
377,Canvas,Jean Baptiste Debret,1817,,óleo sobre tela,Retrato de D. João VI
378,Canvas,Eliseu Visconti,1898,,óleo sobre tela,Gioventú
379,Canvas,Jean Baptiste Debret,1817,,óleo sobre tela,Study for arrival of D. Leopoldina
380,Canvas,Candido Portinari,,,têmpera sobre tela,A Primeira Missa no Brasil
381,Canvas,Rodolfo Chambelland,1913,,óleo sobre tela,Baile à fantasia
382,Canvas,Giambattista Tiepolo,1730/1770,,óleo sobre tela,São Caetano de Tiene
383,Canvas,José Ferraz de Almeida Júnior,1882,,óleo sobre tela,Descanso do modelo
384,Canvas,Nicolas Antoine Taunay,,,óleo sobre tela,Moisés salvo das águas
385,Canvas,Simplício Rodrigues de Sá,1825,,óleo sobre tela,"Retrato de Antônio Luís Pereira da Cunha, marquês de Inhambupe"
386,Canvas,Pedro Américo,1877,,óleo sobre tela,Batalha do Avaí
387,Canvas,Nicolas Antoine Taunay,1816,,óleo sobre tela,"Entrada da baía e da cidade do Rio, a partir do terraço do convento de Santo Antonio em 1816"
388,Canvas,José Ferraz de Almeida Júnior,1895,,óleo sobre tela,Recado difícil
389,Canvas,Candido Portinari,1935,,óleo sobre tela,Café
390,Canvas,RODOLFO AMOEDO,1883,,óleo sobre tela,O último tamoio
391,Canvas,Candido Portinari,1928,,óleo sobre tela,Retrato de Olegário Mariano
392,Canvas,Modesto Brocos,1895,,óleo sobre tela,Redenção de Cã
393,Canvas,Pedro Alexandrino,1880/1940,,óleo sobre tela,Cesto entornado
394,Canvas,Vítor Meireles,1885,,óleo sobre tela,
395,Canvas,Vítor Meireles,1879,,óleo sobre tela,Batalha dos Guararapes
396,Canvas,Jean Baptiste Debret,1790/1816,,óleo sobre tela,Morte de Germânico
397,Canvas,José Maria de Medeiros,1884,,óleo sobre tela,Iracema
398,Canvas,Vítor Meireles,1872,,óleo sobre cartão colado em tela,Estudo para Combate naval do Riachuelo
399,Canvas,Rodolfo Amoedo,1884,,óleo sobre tela,A partida de Jacob
400,Canvas,Léon Pallière,1855,,óleo sobre tela,Alegoria às artes
401,Canvas,Félix Émile Taunay,1843,,óleo sobre tela,Vista de um mato virgem que se está reduzindo a carvão
402,Canvas,José Malhoa,1880/1922,,óleo sobre tela,A corar a roupa
403,Canvas,Agostinho da Mota,1860,,óleo sobre tela,Mamão e melancia
404,Canvas,Vítor Meireles,1864,,óleo sobre tela,"Estudo para ""Questão Christie"""
405,Canvas,Jan Boeckhorst,1634/1688,,óleo sobre tela,Pégaso
406,Canvas,Pedro Américo,1880,,óleo sobre tela,O voto de Heloisa
407,Canvas,"RAFFAELLINO, Giovanni Maria Botalla, Dito IL",1633/1644,,óleo sobre tela,Deucalião e Pirra
408,Canvas,Georgina de Albuquerque,1930,,óleo sobre tela,Roceiras
409,Canvas,Georgina de Albuquerque,1926,,óleo sobre tela,Dia de verão
410,Canvas,Modesto Brocos,1892.0,,óleo sobre tela,Engenho de mandioca
411,Canvas,Nicolas Antoine Taunay,,,óleo sobre tela,Retrato da criada Jeanneton
412,Canvas,Djanira,1952,,encáustica sobre tela,Caboclinhos
413,Canvas,João Batista da Costa,1922,,óleo sobre tela,"Sapucaieiras engalanadas, Rio de Janeiro, RJ"
414,Canvas,Giovanni Battista Castagneto,1892,,óleo sobre tela,"Vista de Mourillon, Toulon, França"
415,Canvas,Pedro Américo,1868/1869,,óleo sobre tela,Retrato do poeta Luís Nicolau Fagundes Varela
416,Canvas,Henrique Bernardelli,1886/1890,,óleo sobre tela,Tarantela
417,Canvas,Francesco Cozza,1620/1675,,óleo sobre tela,
418,Canvas,Pedro Américo,1883,,óleo sobre tela,Virgem dolorosa
419,Canvas,JOSÉ FERRAZ DE ALMEIDA JÚNIOR,1882,,óleo sobre tela,Descanso da modelo
420,Canvas,José Correia de Lima,1850,,óleo sobre tela,Maestro Francisco Manuel ditando o Hino Nacional a suas enteadas
421,Canvas,Raphaël Collin,1880/1915,,óleo sobre tela,Mulher no banho
422,Canvas,Djanira,1951,,têmpera sobre tela,Costureira
423,Canvas,Emeric Marcier,1967,,óleo sobre tela,"Paisagem de Ouro Preto, MG"
424,Canvas,Glauco Rodrigues,1983,,tinta acrílica sobre tela colada em madeira,São Sebastião hedonista
425,Canvas,Djanira,1954,,óleo sobre tela,Retrato de José Shaw da Motta
426,Canvas,Emeric Marcier,1967,,óleo sobre tela,"Paisagem de Ouro Preto, MG"
427,Canvas,Nicolas François Octave Tassaert,1854,,óleo sobre tela,Família infeliz
428,Canvas,Rodolfo Amoedo,1884,,óleo sobre tela,Estudo de mulher
429,Canvas,Félix Émile Taunay,1837,,óleo sobre tela,Retrato do imperador dom Pedro II
430,Canvas,José Correia De Lima,1853,,óleo sobre tela,"Retrato do intrépido marinheiro Simão, carvoeiro do vapor Pernambucana"
431,Canvas,Antônio Henrique Amaral,1971,,óleo sobre tela,Seqüência um
432,Canvas,RODOLFO AMOEDO,1895,,Pintura,Más notícias
433,Canvas,Eliseu Visconti,1943,,óleo sobre tela,Autorretrato ao ar livre
434,Canvas,Joaquim José da França Júnior,1888,,óleo sobre tela,"Morro da Viúva, Rio de Janeiro, RJ"
435,Canvas,Artur Timóteo da Costa,1900/1922,,óleo sobre tela,Modelo em repouso
436,Canvas,Daniel Senise,2002,,Tinta acrílica sobre tela,Sem Título
437,Canvas,Pedro Américo,1880,,óleo sobre tela,Judite e Holofernes
438,Canvas,Iberê Camargo,1961,,óleo sobre tela,Estrutura
439,Canvas,Nicolas Antoine Taunay,1800/1830,,óleo sobre tela,Teatro da Loucura
440,Canvas,Agostinho da Mota,1850/1878,,óleo sobre tela,Abóbora e ananás
441,Canvas,Eugène Boudin,1890,,óleo sobre tela,O rio morto em Deauville
442,Canvas,Lasar Segall,1949,,óleo sobre tela,Êxodo II
443,Canvas,José Pancetti,1940,,óleo sobre tela,Oficinas
444,Canvas,José Pancetti,1945,,óleo sobre tela,Marinha - Itanhaém
445,Canvas,Giovanni Lanfranco,1605/1647,,óleo sobre tela,Angélica e Medoro
446,Canvas,Angelina Agostini,1913,,óleo sobre tela,Vaidade
447,Canvas,Eliseu Visconti,1919,,óleo sobre tela,Cura de sol
448,Canvas,Estevão Silva,1889,,óleo sobre tela,Natureza-morta
449,Canvas,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
450,Canvas,Djanira,1974,,óleo sobre tela,"Mineiros de carvão, Santa Catarina"
451,Canvas,ANTÔNIO BANDEIRA,1953,,óleo sobre tela,A grande cidade iluminada
452,Canvas,Alberto da Veiga Guignard,1940,,óleo sobre tela,Léa e Maura
453,Canvas,Henrique Bernardelli,1878/1886,,óleo sobre tela,Messalina
454,Canvas,Antônio Parreiras,1886,,óleo sobre tela,"Canto de praia, São Domingos, Niterói, RJ"
455,Canvas,Alfredo Volpi,1969,,têmpera sobre tela,Bandeirinhas
456,Canvas,Inimá de Paula,1950,,óleo sobre tela,"Paisagem de Santa Teresa, Rio de Janeiro"
457,Canvas,Di Cavalcanti,1940,,óleo sobre tela,Colonos
458,Canvas,Eugène Boudin,1865,,óleo sobre tela,Vista da enseada de Trouville
459,Canvas,Vítor Meireles,1857/1858,,óleo sobre tela,A bacante
460,Canvas,Antônio Parreiras,1914,,óleo sobre tela,"Vieux parc, Paris"
461,Canvas,Eliseu Visconti,1894,,óleo sobre tela,No verão
462,Canvas,Eliseu Visconti,1900/1940,,óleo sobre tela,Autorretrato em três posições
463,Canvas,Alfred Sisley,1897,,óleo sobre tela,Ventania
464,Canvas,Alvise Benfatto del Friso,1937,,óleo sobre tela,Casamento da Virgem
465,Canvas,Maria Leontina,1952,,óleo sobre tela,Natureza morta
466,Canvas,Artur Timóteo da Costa,1919,,óleo sobre tela,Autorretrato
467,Canvas,Alexandre Cabanel,1848/1880,,óleo sobre tela,Árabe
468,Canvas,Paiva Brasil,1976,,tinta vinílica sobre tela,Série cinco-carimbo III
469,Canvas,Pedro Alexandrino,1897,,óleo sobre tela,A copa
470,Canvas,Belmiro de Almeida,1893,,óleo sobre tela,Bom tempo ou Idílio campestre
471,Canvas,August Müller,1843,,óleo sobre tela,Retrato de Luísa Francisca Panasco
472,Canvas,Roberto Burle Marx,1970,,óleo sobre tela,Composição nº 16
473,Canvas,Milton Dacosta,1944,,óleo sobre tela,Interior de ateliê
474,Canvas,Andrea Vaccaro,1620/1670,,óleo sobre tela,Santa Maria Madalena Penitente
475,Canvas,Djanira,1950,,têmpera sobre tela,Peixes
476,Canvas,Eliseu Visconti,1981/1988,,óleo sobre tela,Igreja de Santa Teresa
477,Canvas,HENRIQUE BERNARDELLI,1885,,óleo sobre tela,Maternidade
478,Canvas,Djanira,1974,,óleo sobre tela,Trabalhador de cal
479,Canvas,Candido Portinari,1932,,óleo sobre tela,"Retrato de Maria, esposa do artista"
480,Canvas,Roberto Burle Marx,1938,,óleo sobre tela,Estrada de ferro
481,Canvas,Alberto da Veiga Guignard,1938,,óleo sobre tela,"Trecho do Jardim Botânico, Rio de Janeiro, RJ"
482,Canvas,"Baciccia, Giovanni Battista Gaulli, Dito",1925,,óleo sobre tela,Retrato do Cardeal Luigi Alessandro Omodei
483,Canvas,Décio Vilares,1889,,óleo sobre tela,Retrato da artista Senhora Escobar
484,Canvas,François Biard,1929,,óleo sobre tela,Retrato de mulher
485,Canvas,Eliseu Visconti,1899,,óleo sobre tela,Retrato do crítico de arte Luís Gonzaga Duque Estrada
486,Canvas,Estevão Silva,1891,,óleo sobre tela,Natureza-morta
487,Canvas,Autor desconhecido,1600/1816,,óleo sobre tela,Cristo com Esfera
488,Canvas,Autor desconhecido,1600/1859,,óleo sobre tela,Marte e Venus
489,Canvas,Autor desconhecido,1600/1821,,óleo sobre tela,D. Afonso consultando o ermitão
490,Canvas,Gustavo Dall'ara,1910,,óleo sobre tela,"Ilha da Boa Viagem, Niterói, RJ"
491,Canvas,Djanira,1974,,óleo sobre tela,Trabalhadores de cal
492,Canvas,Candido Portinari,1948,,óleo sobre tela,Brodósqui
493,Canvas,Joseph Bail,1880/1910,,óleo sobre tela,O Cozinheiro
494,Canvas,Teodoro de Bonna,1941,,óleo sobre tela,Autorretrato
495,Canvas,Ivan Serpa,1957,,óleo sobre tela,Pintura 206
496,Canvas,Nicolas Antoine Taunay,1816,,óleo sobre tela,Vista da enseada de Botafogo
497,Canvas,Eliseu Visconti,,,óleo sobre tela,A caminho da escola
498,Canvas,Lucílio De Albuquerque,1928,,óleo sobre tela,Gávea Golf
499,Canvas,Andrea Vaccaro,1937,,óleo sobre tela,Loth e as filhas
500,Canvas,Rodolfo Chambelland,1905,,óleo sobre tela,Bacantes em festa
501,Canvas,Eugênio Sigaud,1944,,encáustica sobre tela,Acidente de trabalho
502,Canvas,Belmiro de Almeida,1893,,óleo sobre tela,Vaso com flores
503,Canvas,Gustavo Dall'ara,1913,,óleo sobre tela,
504,Canvas,Anita Malfatti,1948,,óleo sobre tela,"Paisagem de Ouro Preto, MG"
505,Canvas,Félix Émile Taunay,1800/1881,,óleo sobre tela,"Morte do Visconde de Turenne, Marechal de França"
506,Canvas,George Morren,1894,,óleo sobre tela,Corando a roupa
507,Canvas,Georgina de Albuquerque,1900/1960,,óleo sobre tela,A charrete
508,Canvas,Rodolfo Amoedo,,,óleo sobre tela,Retrato do pintor Jean Baptiste Debret - cópia do original de Manuel de Araújo Porto-Alegre
509,Canvas,Nicolas Antoine Taunay,1800/1825,,óleo sobre tela,São Mateus Evangelista
510,Canvas,Angelina Agostini,1915,,óleo sobre tela,Autorretrato
511,Canvas,Eugène Boudin,1892,,óleo sobre tela,Vacas no prado no Vale do Toques
512,Canvas,Eliseu Visconti,1900/1940,,óleo sobre tela,Retrato de moça
513,Canvas,Estevão Silva,1888,,óleo sobre tela,Frutas
514,Canvas,Nicola Facchinetti,1850/1880,,óleo sobre tela,Panorama do Rio de Janeiro
515,Canvas,Henrique Cavalleiro,1921,,óleo sobre tela,Vestido rosa
516,Canvas,João Fahrion,1950,,óleo sobre tela,Nos bastidores
517,Canvas,Autor desconhecido,1937,,óleo sobre tela,Martírio de São Sebastião
518,Canvas,"Guercino, Giovanni Francesco Barbieri, dito IL",1937,,óleo sobre tela,Cristo no horto das Oliveiras
519,Canvas,Francesco Albani,1937,,óleo sobre tela,Êxtase de Santa Maria Madalena
520,Canvas,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
521,Canvas,Eugène Boudin,1876,,óleo sobre tela,Bordeaux. O porto
522,Canvas,Francisco Rebolo,1954,,óleo sobre tela,Paisagem
523,Canvas,Iberê Camargo,1947,,óleo sobre tela,"Lapa, Rio de Janeiro, RJ"
524,Canvas,Autor desconhecido,1937,,óleo sobre tela,A Deposição do Cristo
525,Canvas,Teles Júnior,1901,,"óleo sobre tela,",Paisagem pernambucana
526,Canvas,Abraham Brueghel,1650/1697,,óleo sobre tela,Natureza morta com frutas
527,Canvas,Georgina de Albuquerque,1904,,óleo sobre tela,Autorretrato
528,Canvas,Vítor Meireles,1885,,óleo sobre tela,
529,Canvas,Edouard Vienot - Henri Georges Morisset,1877,,óleo sobre tela,Retrato do Barão de São Joaquim
530,Canvas,Raimundo Cela,1947,,óleo sobre tela,Consertando a rede
531,Canvas,Hieronymus Francken (atribuído),1937,,óleo sobre tela,Cristo carregando a cruz
532,Canvas,José Julio De Souza Pinto,1870/1939,,óleo sobre tela,Sob a verdura
533,Canvas,Manuel de Araújo Porto Alegre,,,óleo sobre tela,Grota
534,Canvas,Tomie Ohtake,1960,,óleo sobre tela,Pintura nº 2
535,Canvas,Djanira,1970,,óleo sobre tela,"Morro da Guia, Cabo Frio, RJ"
536,Canvas,Abraham Brueghel,1655/1697,,óleo sobre tela,Natureza morta com flores
537,Canvas,Edouard Vienot - Henri Georges Morisset,1877,,óleo sobre tela,Retrato da Baronesa de São Joaquim
538,Canvas,José Julio De Souza Pinto,1870/1939,,óleo sobre tela,Flores no vaso
539,Canvas,Callum Innes,1980/2010,,óleo sobre tela,Exposed Painting Cadmium Orange
540,Canvas,Beatriz Milhazes,1980/2010,,acrílica sobre tela,Sem título
541,Canvas,Fernando Fader,1906,,óleo sobre tela,Nas colinas
542,Canvas,Fernando Fader,1906,,óleo sobre tela,Pastoreio gaúcho
543,Canvas,Djanira,1979,,tinta acrílica sobre tela,"Vista da baía de Guanabara tomada de Santa Teresa, Rio de Janeiro, RJ"
544,Canvas,Giovanni Serritelli,1830/1860,,óleo sobre tela,Vista de Nápoles
545,Canvas,Nicolas Antoine Taunay,1800/1825,,óleo sobre tela,São Lucas Evangelista
546,Canvas,Tomás Santa Rosa,1943,,óleo sobre tela,Pescadores
547,Canvas,Eugène Boudin,1882,,óleo sobre tela,Cruzadores em Villefranche
548,Canvas,Walter Goldfarb,2003,,"bordado, carvão, têmpera e tinta acrílica sobre lona",Gerações I - a partir de Rembrandt
549,Canvas,Djanira,1961/1970,,óleo sobre tela,Natureza morta
550,Canvas,Dimitri Ismailovitch,1937,,óleo sobre tela,Retrato de mulher
551,Canvas,HENRIQUE BERNARDELLI,1930,,óleo sobre tela,Os bandeirantes
552,Canvas,Henri Nicolas Vinet,1876,,óleo sobre tela,"A cascatinha da Tijuca, Rio de Janeiro, RJ"
553,Canvas,Antônio Garcia Bento,1925,,óleo sobre tela,Saveiros
554,Canvas,Carlos Oswald,1909,,óleo sobre tela,Estudo de reflexos
555,Canvas,Frans Post,1637/1680,,óleo sobre tela,Olinda
556,Canvas,Nicolas Antoine Taunay,1800/1825,,óleo sobre tela,São João Evangelista
557,Canvas,Jorge Guinle,1980,,óleo sobre tela,Zumbido Zoantrópico
558,Canvas,Sergio Fingermann,2001,,Óleo sobre tela,Sem Título
559,Canvas,Eugênio Latour,1912,,óleo sobre tela colada em cartão,Bianca
560,Canvas,Firmino Monteiro,1880/1888,,óleo sobre tela,"Paisagem de Niterói, RJ"
561,Canvas,João Batista da Costa,1895,,óleo sobre tela,Abril ou Poesia da tarde
562,Canvas,Eugène Boudin,1890,,óleo sobre tela,Vacas no pasto
563,Canvas,Jorge Guinle,1986,,"óleo sobre tela,","Pau-brasil,"
564,Canvas,Rodolfo Amoedo,1919,,óleo sobre tela,Retrato do gravador Augusto Girardet
565,Canvas,Hipólito Caron,1891,,óleo sobre tela,"Paisagem de Sabará, MG"
566,Canvas,Manuel Santiago,1938,,óleo sobre tela,Autorretrato
567,Canvas,Eliseu Visconti,1890/1920,,óleo sobre tela,Oréadas
568,Canvas,Edouard Debat-Ponsan,1890,,óleo sobre tela,Vacas no bebedouro
569,Canvas,João Fahrion,1939,,óleo sobre tela,Autorretrato
570,Canvas,Carlos Chambelland,1909,,óleo sobre tela,Interior de ateliê
571,Canvas,Grandjean de Montigny,,,óleo sobre tela,Área romana
572,Canvas,Egidius Van Gillis Tilborgh,1937,,óleo sobre tela,Uma festa campestre
