colecao,link_item,Criador,Data,Tipo,Título,Dimensões físicas,Data de criação,Meio,Nº de registro,Autor,Coleção,Material/Técnica
Impressionism,https://artsandculture.google.com/asset/guilleumin-e-o-enforcado/LgFJyYMf6_y8Cg,Paul Cézanne,,,Guilleumin e o enforcado,,,,21522,Paul Cézanne,Gravura Estrangeira,água-forte
Impressionism,https://artsandculture.google.com/asset/o-rio-morto-em-deauville/1wHEEAaTju0Nmw,Eugène Boudin,1890,óleo sobre tela,O rio morto em Deauville,w74.5 x h50.5,,,,,,
Impressionism,https://artsandculture.google.com/asset/xodo-ii/GwE8i8o9-x5SlA,Lasar Segall,1949,óleo sobre tela,Êxodo II,w110 x d81 (cm),,,,,,
Impressionism,https://artsandculture.google.com/asset/cura-de-sol/tgHeJ-nCpoPNww,Eliseu Visconti,1919,óleo sobre tela,Cura de sol,w167 x d104 (cm),,,,,,
Impressionism,https://artsandculture.google.com/asset/a-sesta/wwFR3BfvmgGLVw,José Malhoa,1898,óleo sobre madeira,A sesta,,,,,,,
Impressionism,https://artsandculture.google.com/asset/vista-da-enseada-de-trouville/oQEZorYg4oaR5A,Eugène Boudin,1865,óleo sobre tela,Vista da enseada de Trouville,w46.5 x h32.5,,,,,,
Impressionism,https://artsandculture.google.com/asset/no-vero/YwEvpjquuaDsPg,Eliseu Visconti,1894,óleo sobre tela,No verão,,,,,,,
Impressionism,https://artsandculture.google.com/asset/autorretrato-em-trs-posies/OgGcIaj6L0a_jA,Eliseu Visconti,1900/1940,óleo sobre tela,Autorretrato em três posições,,,,,,,
Impressionism,https://artsandculture.google.com/asset/feriado-religioso/VgF5zmMwffaB3Q,Lasar Segall,1920,,Feriado religioso,,,,,,,
Impressionism,https://artsandculture.google.com/asset/ventania/DwE46qb5a7wVFw,Alfred Sisley,1897,óleo sobre tela,Ventania,,,,,,,
Impressionism,https://artsandculture.google.com/asset/retrato-do-crtico-de-arte-lus-gonzaga-duque-estrada/HQE1NL8BTZyDeQ,Eliseu Visconti,1899,óleo sobre tela,Retrato do crítico de arte Luís Gonzaga Duque Estrada,,,,,,,
Impressionism,https://artsandculture.google.com/asset/parisina/EwGauiYRpxgpRg,José Malhoa,1907,,Parisina,,,,,,,
Impressionism,https://artsandculture.google.com/asset/havre-ancoradouro-da-barra/6AFfAjJVnZa1Mg,Eugène Boudin,1889,óleo sobre madeira,Havre. Ancoradouro da barra,w41 x h32.8,,,,,,
Impressionism,https://artsandculture.google.com/asset/a-caminho-da-escola/zQGnqUcXyuvy6A,Eliseu Visconti,,óleo sobre tela,A caminho da escola,w65 x d81 (cm),,,,,,
Impressionism,https://artsandculture.google.com/asset/salgadeiras-de-peixe/8QFGNMrCWYBW2A,Laureano Barrau,1890/1913,,Salgadeiras de Peixe,,,,,,,
Impressionism,https://artsandculture.google.com/asset/marinha-por-do-sol/BAGaeQHcU5dnNA,Eugène Boudin,1887,óleo sobre madeira,Marinha. Por-do-sol,w21 x h26.7,,,,,,
Impressionism,https://artsandculture.google.com/asset/a-charrete/2AFuLLLfNCH5Dw,Georgina de Albuquerque,1900/1960,óleo sobre tela,A charrete,,,,,,,
Impressionism,https://artsandculture.google.com/asset/deauville-a-enseada/kQGxx1QinYQuhQ,Eugène Boudin,1885,óleo sobre madeira,Deauville - A enseada,w35.1 x h27.3,,,,,,
Impressionism,https://artsandculture.google.com/asset/lavadeiras-nas-margens-do-touques/3wEwJQuCspZ7vQ,Eugène-Louis Boudin,1890,óleo sobre madeira,Lavadeiras nas margens do Touques,,,,,,,
Impressionism,https://artsandculture.google.com/asset/aldeia-russa/tQEEK8oxTifj4g,Lasar Segall,1913,,Aldeia russa,,,,,,,
Impressionism,https://artsandculture.google.com/asset/vacas-no-prado-no-vale-do-toques/QAGQcsZ4sVobpQ,Eugène Boudin,1892,óleo sobre tela,Vacas no prado no Vale do Toques,w58.3 x h36,,,,,,
Impressionism,https://artsandculture.google.com/asset/retrato-de-moa/RQH_4WCLFqcgQg,Eliseu Visconti,1900/1940,óleo sobre tela,Retrato de moça,,,,,,,
Impressionism,https://artsandculture.google.com/asset/vaso-policrmico/JQHzOoX102LrmQ,Eliseu Visconti,1902,,Vaso Policrômico,,,,,,,
Impressionism,https://artsandculture.google.com/asset/bordeaux-o-porto/tAEe_37MIa7pFw,Eugène Boudin,1876,óleo sobre tela,Bordeaux. O porto,w46.7 x h31.2,,,,,,
Impressionism,https://artsandculture.google.com/asset/pescador-de-alto-mar/QwFw_WIElmNTsA,Eugène Boudin,1897,litografia,Pescador de alto-mar,w31.4 x h24.4,,,,,,
Impressionism,https://artsandculture.google.com/asset/autorretrato/8gHWTSeelT4XIw,Georgina de Albuquerque,1904,óleo sobre tela,Autorretrato,,,,,,,
Impressionism,https://artsandculture.google.com/asset/cartaz-de-propaganda-da-companhia-de-bebidas-antrtica-do-rio-de-janeiro-s-a/MgEDthqtHpY1XA,Eliseu Visconti,1920,aquarela e guache sobre papel,"[Cartaz de propaganda da] Comp[anh]ia [de Bebidas ] Antártica [do Rio de Janeiro S. A.]""",,,,,,,
Impressionism,https://artsandculture.google.com/asset/cruzadores-em-villefranche/AQG8W8W3iq2Ebw,Eugène Boudin,1882,óleo sobre tela,Cruzadores em Villefranche,w55.6 x h40.5,,,,,,
Impressionism,https://artsandculture.google.com/asset/eliseu-visconti/rAGsVf0K26zE_A,Eliseu Visconti,,,Eliseu Visconti,,,,,,,
Impressionism,https://artsandculture.google.com/asset/honfleur-o-porto/vQErK1akvgF-jA,Eugène Boudin,1896,óleo sobre madeira,Honfleur. O porto,w46 x h25,,,,,,
Impressionism,https://artsandculture.google.com/asset/trs-meninas-no-jardim/jgHG2yFIAOR2Eg,Eliseu Visconti,1935,,Três meninas no jardim,81 x 65 cm,,,977,Eliseu Visconti,Pintura Brasileira,óleo sobre tela
Impressionism,https://artsandculture.google.com/asset/vacas-no-pasto/FQEVPI4iql5zng,Eugène Boudin,1890,óleo sobre tela,Vacas no pasto,w65.3 x h40.3,,,,,,
Impressionism,https://artsandculture.google.com/asset/oradas/owG66ANu3JP9eQ,Eliseu Visconti,1890/1920,óleo sobre tela,Oréadas,,,,,,,
Impressionism,https://artsandculture.google.com/asset/mangue/3gH4WrOqnOpc6g,Lasar Segall,1927,ponta-seca,Mangue,,,,,,,
Impressionism,https://artsandculture.google.com/asset/duas-amigas/LwHEISOx6QVt8A,Lasar Segall,1936,bronze,Duas amigas,,,,,,,
Impressionism,https://artsandculture.google.com/asset/portrieux-a-costa-na-mar-baixa/AgFUvI-NCN-EbQ,Eugène Boudin,1872,óleo sobre madeira,Portrieux. A costa na maré baixa,w41 x h26,,,,,,
Impressionism,https://artsandculture.google.com/asset/portrieux-barcos-encalhados/4QEvpOhnQeR_Zw,Eugène Boudin,1871,óleo sobre tela,Portrieux - Barcos encalhados,w58.2 x h36.3,,,,,,
Impressionism,https://artsandculture.google.com/asset/marinheiro-e-chamin/IgGU9KLftKvD_Q,Lasar Segall,,,Marinheiro e Chaminé,,,,,,,
Impressionism,https://artsandculture.google.com/asset/entrada-do-porto-de-trouville/MwEZEcAHGSs9JQ,Eugène Boudin,1872,óleo sobre tela,Entrada do porto de Trouville,w56 x h42,,,,,,
Impressionism,https://artsandculture.google.com/asset/honfleur-navios-atracados-no-porto/7gFsWPSHrHS-rw,Eugène Boudin,1862,óleo sobre madeira,Honfleur. Navios atracados no porto,w40 x h28,,,,,,
Impressionism,https://artsandculture.google.com/asset/vaso/FQGZdSxymbD2OA,Eliseu Visconti,1902,,Vaso,,,,,,,
Impressionism,https://artsandculture.google.com/asset/canto-de-praia-com-recifes/HAEU021mpUSfMw,Eugène Boudin,1898,óleo sobre tela,Canto de praia com recifes,w58.8 x h33.5,,,,,,
Impressionism,https://artsandculture.google.com/asset/marinha/iQHUTqNdVTcIxw,Johan Barthold Jongkind,1866,,Marinha,,,,,,,
Impressionism,https://artsandculture.google.com/asset/navios-de-guerra-em-villefranche/9QEREjuMsOXtjg,Eugène Boudin,1891,óleo sobre madeira,Navios de guerra em Villefranche,w31.9 x h23.7,,,,,,
Impressionism,https://artsandculture.google.com/asset/sem-ttulo/egFC66hfDa_wyg,Max Slevogt,,,Sem título,,,,4628,Max Slevogt,Gravura Estrangeira,ponta-seca
Impressionism,https://artsandculture.google.com/asset/retrato-da-escultora-nicolina-vaz-de-assis/CQGbD3S2KecZow,Eliseu Visconti,1905,óleo sobre tela,Retrato da escultora Nicolina Vaz de Assis,,,,,,,
Impressionism,https://artsandculture.google.com/asset/tretat-barcos-encalhados/SgH6M2P4BOO-Hw,Eugène Boudin,1890,óleo sobre tela,Étretat. Barcos encalhados,w55.5 x h40,,,,,,
Impressionism,https://artsandculture.google.com/asset/raio-de-sol/PgEp2Kfwf0gN2g,Georgina De Albuquerque,1920,óleo sobre tela,Raio de sol,,,,,,,
Impressionism,https://artsandculture.google.com/asset/vacas-pastando-na-beira-do-mar/FwGPNJX1rZpE4w,Eugène Boudin,1879,óleo sobre tela,Vacas pastando na beira do mar,w46.5 x h36.5,,,,,,
Impressionism,https://artsandculture.google.com/asset/bordeaux-o-porto/SwGDsOm0p1hL3A,Eugène-Louis Boudin,1876,óleo sobre tela,Bordeaux. O porto,,,,,,,
Impressionism,https://artsandculture.google.com/asset/paisagem-com-figura/hAG5hXT_-Vb5Fg,Eliseu Visconti,,,Paisagem com figura,,1890,,,,,
Impressionism,https://artsandculture.google.com/asset/vitria-de-samotrcia/cAFUlKyCJPKHnQ,Eliseu Visconti,1919,óleo sobre tela,Vitória de Samotrácia,w118 x h180.9 cm,,,,,,
Impressionism,https://artsandculture.google.com/asset/colheita-de-feno/-wE_PT1jhA-LaQ,Henry Moret,1898,óleo sobre tela,Colheita de feno,,,,,,,
Impressionism,https://artsandculture.google.com/asset/retrato-de-jos-da-silva-brando/zgFxGTBr5l1Ipg,Eliseu Visconti,,,Retrato de José da Silva Brandão,,1932,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/felino-oswaldo-goeldi/zgHPNWTJjAwfPw,,,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/noturno/TQGx9fMaqEepFQ,Oswaldo Goeldi,1953,,Noturno,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ona-ilustrao-para-o-livro-cobra-norato-de-raul-bopp/vwFCuNEjlI4TFA,Oswaldo Goeldi,1937,xilogravura,"Onça, ilustração para o livro ""Cobra Norato"", de Raul Bopp",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/tarde/3wFCCtzGCSyNmA,Oswaldo Goeldi,1954,xilogravura,Tarde,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/homem-e-lampio/5QEALVU2-JgMNA,Oswaldo Goeldi,1927,,Homem e lampião,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/conversa-de-esquina/nAEUJoNVE4L7kQ,Oswaldo Goeldi,1930,,Conversa de esquina,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/casas-possessas/1gH67yxSYLLLeg,Oswaldo Goeldi,1940/1961,xilogravura,Casas possessas,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/jardim-tropical/vgG3BI1RGfaRxA,Oswaldo Goeldi,1930,,Jardim tropical,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/vista-urbana/QAFq5BhJmqDZyA,Oswaldo Goeldi,1930,,Vista urbana,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/cobra-ilustrao-para-o-livro-cobra-norato-de-raul-bopp/LQGXoFQha_7elw,Oswaldo Goeldi,1937,,"Cobra, Ilustração para o livro ""Cobra Norato"", de Raul Bopp",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/uiara-ilustrao-para-o-livro-cobra-norato-de-raul-bopp/LwFzzd5C-o2-dw,Oswaldo Goeldi,1937,"xilogravura.,","Uiara, Ilustração para o livro ""Cobra Norato"", de Raul Bopp",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/luz-sobre-a-praa/6gGH_EEjOowabw,Oswaldo Goeldi,1930,xilogravura,Luz sobre a praça,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/amigos/1gG3X1FcQJbHfw,Oswaldo Goeldi,1935,,Amigos,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/homem/qQFJHG7aK-e5IA,Oswaldo Goeldi,,,Homem,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ilustrao-para-o-livro-lies-de-abismo-de-gustavo-coro/gQHmF30Sctrbfw,Oswaldo Goeldi,1960,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/fQEBRb_U9lK-FQ,Oswaldo Goeldi,1940,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/cais/2gHyY39tXAuQNg,Oswaldo Goeldi,1927,,Cais,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/solitrio/uwEIB5T9KY2iiQ,Oswaldo Goeldi,1930,,Solitário,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/VQEFHdmsDDmohw,Oswaldo Goeldi,1940,carvão sobre papel,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/FAHj9c0GZwwzYQ,Oswaldo Goeldi,1950,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/grande-peixe-na-travessa/8gHVrl6HFvlfXw,Oswaldo Goeldi,1950,,Grande peixe na travessa,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/5AGYskWsG6Kjzw,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/lagoa/4QHbMYmeqbz5qg,Oswaldo Goeldi,1940,xilogravura,Lagoa,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/rwGKCtInb7vL2A,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ilustrao-para-o-livro-lies-de-abismo-de-gustavo-coro/2AH_eHs2b2Juzw,Oswaldo Goeldi,1960,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores-no-mercado/1QHpviSUqLmNzQ,Oswaldo Goeldi,1940,,Pescadores no mercado,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/sol-vermelho/zgF_DKkXn3TEDw,Oswaldo Goeldi,1955,madeira (pequiá-marfim),Sol vermelho,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescador/TgHcBiRlLVNtsQ,Oswaldo Goeldi,1950,xilogravura e pastel,Pescador,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/cabea-de-mulher/8QG2wYFecOyEcw,Oswaldo Goeldi,1927,,Cabeça de mulher,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ilustrao-para-o-livro-lies-de-abismo-de-gustavo-coro/QAHrEpDIShEknQ,Oswaldo Goeldi,1960,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/rua/HQGV1EZNWpTixg,Oswaldo Goeldi,1940/1960,grafite e nanquim sobre papel colado em cartão,Rua,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ilustrao-para-o-livro-lies-de-abismo-de-gustavo-coro/EgF61SycSNuPxw,Oswaldo Goeldi,1960,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/figura-fantasmagrica/SAHZ1kuqwiHIew,Oswaldo Goeldi,1927,,Figura fantasmagórica,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/1AEqxcdQeBYEtg,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/garoto-caminhando-com-um-co/uQGHI8FE15mB8Q,Oswaldo Goeldi,,,Garoto caminhando com um cão,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/tgFk6y-KCmpEZA,Oswaldo Goeldi,1940,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/ilustrao-para-o-livro-lies-de-abismo-de-gustavo-coro/zgH9q8OvSaTxaQ,Oswaldo Goeldi,1960,,"Ilustração para o livro ""Lições de Abismo"", de Gustavo Corção",,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/peixaria/sgHK1eVYNLi3nw,Oswaldo Goeldi,1940,,Peixaria,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/paisagem-urbana/gQF5FtcIfYqKmA,Oswaldo Goeldi,1940,,Paisagem urbana,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/mulher-com-sombrinha/4gFKB3tnolrl0g,Oswaldo Goeldi,,,Mulher com sombrinha,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/XQFKtd6L3fKnuQ,Oswaldo Goeldi,1940,nanquim sobre papel colado em cartão,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/ogEjTwDFI6SmsQ,Oswaldo Goeldi,1950,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/quitanda/5gHUzW8C-nKRAA,Oswaldo Goeldi,,,Quitanda,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/gatos-na-peixaria/MAEJY3-Yg43d8w,Oswaldo Goeldi,,,Gatos na Peixaria,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/quintal/TQEfqgBDRs56aA,Oswaldo Goeldi,1930,,Quintal,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/3AFcrRFVSXjoaA,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/YAE-bo0WOYFWYw,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/cena-de-rua/PgGXKgv5w_EyUw,Oswaldo Goeldi,1940,,Cena de rua,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/canto-de-rua/BAFHvdOD4eAe8g,Oswaldo Goeldi,1940,,Canto de rua,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/casario/zAHg9wu41RqBtQ,Oswaldo Goeldi,1937,,Casario,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/dois-garotos-caminhando/pQEd0K10ygknuw,Oswaldo Goeldi,,,Dois garotos caminhando,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pesadelo-da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/DQGHN5BHGBAPvw,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/phantastischer-kopf-cabea-fantstica/WAELoHZ0KGLp1w,Oswaldo Goeldi,1927,,Phantastischer Kopf [Cabeça fantástica],,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/3QGIuDGagbK41Q,Oswaldo Goeldi,1950,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/noturno/RQH2AdcrQ4k0Iw,Oswaldo Goeldi,1950,,Noturno,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/rua/IQGL9rGe5pDCcw,Oswaldo Goeldi,1930,,Rua,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/da-srie-a-morte-ilustrao-para-o-suplemento-literrio-dominical-autores-e-livros-do-jornal-a-manh/ogEg7p5gHoP1wg,Oswaldo Goeldi,1940,,,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/pescadores/EQF-gsJpJqs4OA,Oswaldo Goeldi,1940,,Pescadores,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/porto-e-casario/_gHrRri8cNi8Eg,Oswaldo Goeldi,1937,,Portão e casario,,,,,,,
Oswaldo Goeldi,https://artsandculture.google.com/asset/peixaria/YgHDBMEr8OChvg,Oswaldo Goeldi,1940,,Peixaria,,,,,,,
Metal,https://artsandculture.google.com/asset/sem-t%C3%ADtulo-anna-maria-maiolino/xgFenSSTbEmsKQ,,,,,,,,,,,
Metal,https://artsandculture.google.com/asset/ordinrio-marche-4/xgFtCbPcuprvvQ,Maurício Salgueiro,1994,"estrutura de metal, acrílico",Ordinário Marche 4,,,,,,,
Metal,https://artsandculture.google.com/asset/roda/wwH1CkIAoBmHNQ,Marcos Coelho Benjamim,1994,folha de flandres sobre madeira,Roda,,,,,,,
Metal,https://artsandculture.google.com/asset/portadora-de-perfumes/rQGvedUUX2pMyw,Victor Brecheret,1923,bronze patinado,Portadora de perfumes,,,,,,,
Metal,https://artsandculture.google.com/asset/me-perdoate-perdo/XQFpv1mupVy3cA,Beatriz Milhazes,1989,tinta acrílica e colagem sobre tecido,Me perdoa.../Te perdôo!,w189 x d234 (cm),,,,,,
Metal,https://artsandculture.google.com/asset/torre/LQHDYhZOs3S5gg,Franz Weissmann,1958,ferro,Torre,,,,,,,
Metal,https://artsandculture.google.com/asset/menina-e-moa/pQF9elaF6WwSvQ,José Otávio Correia Lima,1914,bronze fundido,Menina e moça,,,,,,,
Metal,https://artsandculture.google.com/asset/mulher-reclinada/HgH4J73JAUoe2w,Victor Brecheret,1940/1949,bronze patinado,Mulher reclinada,,,,,,,
Metal,https://artsandculture.google.com/asset/estudo-para-o-painel-de-azulejos-so-francisco-de-assis-mo/uwFWbUOvZ4XkTA,Candido Portinari,1944,nanquim e aguada sobre cartão,,w28.6 x h36.9 cm,,,,,,
