Nome;Condição;Tipo;UF;Município;Coordenada(s)_geográfica(s);Contatos;Bens_vinculados_Condição;Bens_vinculados_Nome;Bens_vinculados_Categoria;Bens_vinculados_Abrangência;Ações_vinculados_Tipo;Ações_vinculados_Nome;Ações_vinculados_Instrumento;Ações_vinculados_Situação;Página
Maracatu Baque Solto Leão Vencedor / Buenos Aires;Partícipe;Grupos de detentores;PE;Buenos Aires;-7,722839927984429   -35,3269019528972;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/279/
Maracatu Baque Solto Leão Vencedor / Carpina;Partícipe;Grupos de detentores;PE;Carpina;-7,846186527875251   -35,252241753419725;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/280/
Maracatu Baque Solto Leão Vencedor / Chã de Alegria;Partícipe;Grupos de detentores;PE;Chã de Alegria;-8,00767176666735   -35,20667161449476;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/281/
Maracatu Baque Solto Leão Vencedor das Flores;Partícipe;Grupos de detentores;PE;Buenos Aires;-7,741550992744992   -35,338231603775846;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/282/
Maracatu de Baque Solto Leãozinho das Flores de Itambé;Partícipe;Grupos de detentores;PE;Itambé;-7,41092246519914   -35,11109808706425;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/283/
Maracatu de Baque Solto Leãozinho de Aliança;Partícipe;Grupos de detentores;PE;Aliança;-7,600833930731692   -35,232656876332456;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/284/
Maracatu de Baque Solto Leãozinho de Itaquitinga.;Partícipe;Grupos de detentores;PE;Itaquitinga;-7,664919065004525   -35,1028920220947;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/285/
Maracatu Baque Solto Pavão Dourado / Chã de Alegria;Partícipe;Grupos de detentores;PE;Chã de Alegria;-8,007841754211698   -35,205984968987615;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/286/
Maracatu de Baque Solto Pavão Misterioso de Upatininga.;Partícipe;Grupos de detentores;PE;Aliança;-7,601514542568424   -35,23471681285569;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/287/
Maracatu Baque Solto Cruzeiro do Forte;Partícipe;Grupos de detentores;PE;Recife;-8,060986455831308   -34,90024136785991;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/288/
Maracatu Baque Solto Pantera Brasileira;Partícipe;Grupos de detentores;PE;Recife;-8,06914470575401   -34,90848111395281;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/289/
Maracatu Baque Solto Águia de Ouro / Araçoiaba;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,788280691193034   -35,091168215025675;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/290/
Maracatu Baque Solto Águia de Ouro / Igarassu;Partícipe;Grupos de detentores;PE;Igarassu;-7,832606345892607   -34,908521592566835;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/291/
Maracatu de Baque Solto Cambinda Dourada;Partícipe;Grupos de detentores;PE;Camaragibe;-8,016377248540499   -34,97309113858774;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/292/
Maracatu Baque Solto Cambindinha;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,788961002241286   -35,09013824676407;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/293/
Maracatu de Baque Solto Leão Coroado / Araçoiaba;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,786920065782238   -35,08945160125603;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/294/
Maracatu Baque Solto Leão das Cordilheiras / Araçoiaba;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,790321621022775   -35,090824892271215;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/295/
Maracatu Baque Solto Leão do Norte da Várzea;Partícipe;Grupos de detentores;PE;Recife;-8,056907269163998   -34,888568394225906;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/296/
Maracatu Baque Solto Leão Faceiro / Araçoiaba;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,787600379040047   -35,09013824676407;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/297/
Maracatu de Baque Solto Pantera Nova;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,788280691193034   -35,08910827850246;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/298/
Maracatu de Baque Solto Piaba de Ouro;Partícipe;Grupos de detentores;PE;Olinda;-7,991021244009283   -34,84220210697614;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/299/
Maracatu de Baque Solto Pinguim;Partícipe;Grupos de detentores;PE;Araçoiaba;-7,788620846855278   -35,08945160125603;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Baque Solto;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/300/
CETAP - Centro Técnico de Assessoria e Planejamento Comunitário;Partícipe;Instituição privada sem fins lucrativos (ONG, OSCIP, Cooperativas, etc);PE;Recife;-8,05796662079521   -34,879580679509374;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/301/
Maracatu Nação Almirante do Forte;Partícipe;Grupos de detentores;PE;Recife;-8,069144705754175   -34,89749478582865;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/302/
Maracatu Nação Cambinda Africano;Partícipe;Grupos de detentores;PE;Recife;-8,060986455831308   -34,89200162176522;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/303/
Maracatu Nação Cambinda Estrela;Partícipe;Grupos de detentores;PE;Recife;-8,057625659920625   -34,93121472134374;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/304/
Maracatu Nação Centro Grande Leão Coroado;Partícipe;Grupos de detentores;PE;Recife;-8,061747629933313   -34,910588989094535;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/305/
Maracatu Nação Elefante;Partícipe;Grupos de detentores;PE;Recife;-8,069905864497713   -34,91196228011062;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/306/
Maracatu Nação Encanto da Alegria;Partícipe;Grupos de detentores;PE;Recife;-8,064467059744835   -34,889989623860494;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/307/
Maracatu Nação Encanto do Dendê;Partícipe;Grupos de detentores;PE;Recife;-8,060986455831308   -34,89886807684473;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/308/
Maracatu Nação Encanto do Pina;Partícipe;Grupos de detentores;PE;Recife;-8,058267002621909   -34,89474820379558;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/309/
Maracatu Nação Estrelha Brilhante do Recife;Partícipe;Grupos de detentores;PE;Recife;-8,066425307403263   -34,89474820379738;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/310/
Maracatu Nação Estrela Dalva;Partícipe;Grupos de detentores;PE;Recife;-8,0555475311382   -34,89749478582865;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/311/
Maracatu Nação Gato Preto;Partícipe;Grupos de detentores;PE;Recife;-8,058267002622266   -34,89200162176522;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/312/
Maracatu Nação Leão da Campina;Partícipe;Grupos de detentores;PE;Recife;-8,067186471267787   -34,90097595198466;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/313/
Maracatu Nação Linda Flor;Partícipe;Grupos de detentores;PE;Recife;-8,060986455831397   -34,88650845770268;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/314/
Maracatu Nação Lira do Morro da Conceição;Partícipe;Grupos de detentores;PE;Recife;-8,06642530740255   -34,90298794989028;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/315/
Maracatu Nação Oxum Mirim;Partícipe;Grupos de detentores;PE;Recife;-8,047389007101913   -34,91534756903143;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/316/
Maracatu Nação Porto Rico;Partícipe;Grupos de detentores;PE;Recife;-8,06914470575401   -34,90298794989118;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/317/
Maracatu Nação Raízes de Pai Adão;Partícipe;Grupos de detentores;PE;Recife;-8,05902818183999   -34,90372253401593;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/318/
Maracatu Nação Rosa Vermelha;Partícipe;Grupos de detentores;PE;Recife;-8,071864085806759   -34,91122769598408;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Nenhum registro encontrado;Identificação;INRC do Maracatu Nação;INRC;Concluída;https://sicg.iphan.gov.br/sicg/bemImaterial/instituicao/319/
