Autor,Descrição,Desenho Livre,Document,Dossiê,Função Sérgio Britto,Link do Item,Local,Nome do material,Tipo de artigo,Título,Ano,Tipo de publicação,Elenco,Equipe Técnica,Veículo da publicação,Material de Divulgação,Número de páginas,Projeto Gráfico,Observação
conforme imagem,"Peça Afinal uma mulher de negócios de R. W. Fassbinder em tradução de Millor Fernandes. No Teatro dos 4.
 Elenco: Ney Latorraca, Monah Delacy, Dema Marques, Germano Filho. e Renata Sorrah. Direção de Walter Schorlies. Prêmio Moliere e Mambembe melhor atriz Renata Sorrah e Prêmio de Iluminação Abel Kopansky. Prêmio Moliere de melhor atriz para Renata Sorrah.",,,"Afinal, uma Mulher de Negócios",,https://www.funarte.gov.br/acervo-sergio-britto-digital/afinal-uma-mulher-2/,conforme imagem,Hemeroteca,,"Afinal, uma mulher",1979,reportagem,,,conforme imagem,,,,
conforme imagem,"Matéria sobre o espetáculo Uma mulher e três palhaços. 	Peça Uma mulher e três palhaços de Marcel Achard em tradução de Alvaro Moreyra, direção de José Renato. Estréia de Eva Wilma como atriz. Cia Teatro Arena de São Paulo. 
Elenco: Sergio Britto, Eva Wilma, José Renato, John Herbert, Nilo Prado e Sergio Sampaio. No salão do Museu de Arte Moderna.",,,Teatro de Arena,,https://www.funarte.gov.br/acervo-sergio-britto-digital/teatro-de-arena-7/,,Hemeroteca,,Teatro de Arena,1954,reportagem,,,conforme imagem,,,,
conforme imagem,"Peça Papa Highirte de Oduvaldo Vianna Filho. Prêmio SNT 5 melhores espetáculos do ano.
Elenco: Sergio Britto, Angela Leal, Tonico Pereira, Dinorah Brilhanti, Paulo Barros, Helio Guerra, Nildo Parente, Carlos Alberto Baia e Miguel Rosemberg. Direção: Nelson Xavier. No Teatro dos 4. Cenografia Paulo Mamede e figurinos Mimina Roveda. Iluminação de Jorginho de Carvalho  e música de David Tygel. A expressão corporal e coreografia de Angel Vianna e a orientação vocal de Glorinha Beultnmuller.
Conta a história de um ditador latino americano no exílio. O centro de ação é um ditador destituído em elucubrações pela sua volta ao poder.
Prêmio SNT 5 melhores espetáculos do ano.",,,Papa Higihrte,,https://www.funarte.gov.br/acervo-sergio-britto-digital/papa-highirte-20/,,Hemeroteca,,Papa Highirte,1979,reportagem,,,conforme imagem,,,,
Sergio Britto,Manuscritos de Sergio Britto sobre o ano teatral de 1947.,Não,,Sergio Britto,Autor,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-ano-teatral-de-1947/,,Manuscrito,escrito,O ano teatral de 1947,,,,,,,,,
de W. Shakespeare,"Peça Rei Lear de W. Shakespeare, tradução Millor Fernandes. Prêmio INACEM 5 melhores espetáculos do ano, Prêmio Mambembe melhor produtor Teatro dos 4, Prêmio Mambembe melhor ator Ary Fontoura e Prêmio Moliere Especial Sergio Britto.
Elenco: Sergio Britto, Abrahão Farc, José Mayer, Luis Otávio Burner, Renato Coutinho, Shimon Nahmias, Elio Penteado, Silvio Pozzato, João Ribeiro, Jitman Vibranovski, Roberto Frota, Marcos Wainberg, Lauri Prieto, Yara Amaral, Ariclê Perez, Fernanda Torres, Ney Latorraca, Jose Mayer, Paulo Goulart, Ary Fontoura e Jose de Freitas. Direção: Celso Nunes. No Teatro Clara Nunes. Cenografia Paulo Mamede, iluminação Aurélio de Simoni e Neném.
Prêmio INACEM 5 melhores espetáculos do ano, Prêmio Mambembe Melhor Produtor Teatro dos Quatro, Prêmio Mambembe Melhor Ator Ary Fontoura e Prêmio Molière Especial Sergio Britto.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/rei-lear-11/,Rio de Janeiro - RJ | Teatro dos 4,Manuscrito,digitado,Rei Lear,1983,,,"Elenco: Sergio Britto, Abrahão Farc, José Mayer, Luis Otávio Burner, Renato Coutinho, Shimon Nahmias, Elio Penteado, Silvio Pozzato, João Ribeiro, Jitman Vibranovski, Roberto Frota, Marcos Wainberg, Lauri Prieto, Yara Amaral, Ariclê Perez, Fernanda Torres, Ney Latorraca, Jose Mayer, Paulo Goulart, Ary Fontoura e Jose de Freitas. Direção: Celso Nunes. No Teatro Clara Nunes. Cenografia Paulo Mamede, iluminação Aurélio de Simoni e Neném.",,,,,
Plínio Marcos,,Não,,Outros,,https://www.funarte.gov.br/acervo-sergio-britto-digital/homens-de-papel/,,Manuscrito,digitado,Homens de Papel,,,,Cia Artecomédia,,,,,
Oduvaldo Vianna Filho,"Peça Papa Highirte de Oduvaldo Vianna Filho. Prêmio SNT 5 melhores espetáculos do ano.
Elenco: Sergio Britto, Angela Leal, Tonico Pereira, Dinorah Brilhanti, Paulo Barros, Helio Guerra, Nildo Parente, Carlos Alberto Baia e Miguel Rosemberg. Direção: Nelson Xavier. No Teatro dos 4. Cenografia Paulo Mamede e figurinos Mimina Roveda. Iluminação de Jorginho de Carvalho  e música de David Tygel. A expressão corporal e coreografia de Angel Vianna e a orientação vocal de Glorinha Beultnmuller.
Conta a história de um ditador latino americano no exílio. O centro de ação é um ditador destituído em elucubrações pela sua volta ao poder.
Prêmio SNT 5 melhores espetáculos do ano.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/papa-highirte-19/,Rio de Janeiro - RJ | Teatro dos 4,Manuscrito,digitado,Papa Highirte,1979,,,"Elenco: Sergio Britto, Angela Leal, Tonico Pereira, Dinorah Brilhanti, Paulo Barros, Helio Guerra, Nildo Parente, Carlos Alberto Baia e Miguel Rosemberg. Direção: Nelson Xavier. No Teatro dos 4. Cenografia Paulo Mamede e figurinos Mimina Roveda. Iluminação de Jorginho de Carvalho  e música de David Tygel. A expressão corporal e coreografia de Angel Vianna e a orientação vocal de Glorinha Beultnmuller.",,,,,
de Tadeusz Rozewicz. Tradução Millor Fernandes.,Peça O casamento branco de Tadeusz Rozewicz. Tradução Millor Fernandes.,Não,,Textos Espetáculo,Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/casamento-branco/,Centro Cultural Banco do Brasil,Manuscrito,digitado,Casamento branco,1990,,,"Elenco: Fabio Sabag, Othon Bastos, Suzana Faine, Tamara Taxman, Carolina Aguiar, Luciana Braga, Leonardo Bricio, Ivone Hoffmann, Tereza Bittencourt, Paolo Scandelari, Fausto Galvão e Claudio Botelho. Direção: Sergio Britto. Cenário e figurino Biza Viana. No CCBB",,,,,
Arthur Xexéo,Crônica sobre a importância que teve o Grande Teatro Tupi,,,Grande Teatro Tupi,,https://www.funarte.gov.br/acervo-sergio-britto-digital/quando-o-teatro-e-mais-carioca-2/,,Hemeroteca,,Quando o teatro é mais carioca,,reportagem,,,Jornal O Globo | Revista de Domingo,,,,
Oduvaldo Vianna Filho,"Peça Papa Highirte de Oduvaldo Vianna Filho. Prêmio SNT 5 melhores espetáculos do ano.
Elenco: Sergio Britto, Angela Leal, Tonico Pereira, Dinorah Brilhanti, Paulo Barros, Helio Guerra, Nildo Parente, Carlos Alberto Baia e Miguel Rosemberg. Direção: Nelson Xavier. No Teatro dos 4. Cenografia Paulo Mamede e figurinos Mimina Roveda. Iluminação de Jorginho de Carvalho  e música de David Tygel. A expressão corporal e coreografia de Angel Vianna e a orientação vocal de Glorinha Beultnmuller.
Conta a história de um ditador latino americano no exílio. O centro de ação é um ditador destituído em elucubrações pela sua volta ao poder.
Prêmio SNT 5 melhores espetáculos do ano.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/papa-highirte-18/,,Manuscrito,digitado,Papa Highirte,1979,,,"Elenco: Sergio Britto, Angela Leal, Tonico Pereira, Dinorah Brilhanti, Paulo Barros, Helio Guerra, Nildo Parente, Carlos Alberto Baia e Miguel Rosemberg. Direção: Nelson Xavier. No Teatro dos 4. Cenografia Paulo Mamede e figurinos Mimina Roveda. Iluminação de Jorginho de Carvalho  e música de David Tygel. A expressão corporal e coreografia de Angel Vianna e a orientação vocal de Glorinha Beultnmuller.",,,,,
"Arthur Azevedo, Sergio Britto | Sandra Louzada","Peça O cortiço de Arthur Azevedo e O cortiço - a história da república de Sérgio Britto e Sandra Louzada.
Elenco: Tonico Pereira, Nildo Parente, Ênio Santos, Neuza Borges, Nadira Campos, Ana Maria Jansen, Alberto Damit, Antonio Carlos Feio, Arehy Jr., Beto Pacheco, Claudia Ribeiro, Eduardo Torres, Ellen Brandão, Eli Mendes, Eliana Monteiro, Helena Ritter, Isabel Azevedo, Leonardo Serrano, Luciana Victor, Marco Santos, Morgana Bittencourt, Paulo Duque Estrada, Ricardo Galvão, Rodrigo Vasconcelos, Rogério Rodrigues, Ronaldo Damas, Sandra Louzada, Valéria Monã e Victor Vauban Jr. Direção: Sérgio Britto.
Um espetáculo dividido em duas partes, a primeira delas baseada no romance de Aluizio Azevedo, e a segunda uma coletânea de textos, poesias, músicas e memórias que contam a história do país desde a Velha República até os dias de hoje.",Não,,Textos Espetáculo,Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-cortico-2/,,Manuscrito,digitado,O cortiço,2005,,,"Elenco: Tonico Pereira, Nildo Parente, Ênio Santos, Neuza Borges, Nadira Campos, Ana Maria Jansen, Alberto Damit, Antonio Carlos Feio, Arehy Jr., Beto Pacheco, Claudia Ribeiro, Eduardo Torres, Ellen Brandão, Eli Mendes, Eliana Monteiro, Helena Ritter, Isabel Azevedo, Leonardo Serrano, Luciana Victor, Marco Santos, Morgana Bittencourt, Paulo Duque Estrada, Ricardo Galvão, Rodrigo Vasconcelos, Rogério Rodrigues, Ronaldo Damas, Sandra Louzada, Valéria Monã e Victor Vauban Jr. Direção: Sérgio Britto.",,,,,
Domingos de Oliveira,"Elenco: Sergio Britto. Direção: Domingos de Oliveira.
Promover um encontro entre o teatro e a psicanálise é o objetivo do espetáculo. Quem não é iniciado no campo teórico de Carl Gustav Jung tem uma visão panorâmica do complexo de teorias dele. A narrativa não abre mão de temáticas, como sincronicidade e inconsciente coletivo, mas centra a ação na relação humana dos dois personagens interpretados por Sergio Britto, Jung e o ator veterano Leonardo Svoba.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/jung-e-eu-25/,,Manuscrito,digitado,Jung e eu,2005,,,Elenco: Sergio Britto. Direção: Domingos de Oliveira.,,,,,
,,Sim,,Textos Espetáculo,Professor,https://www.funarte.gov.br/acervo-sergio-britto-digital/texto-teatral-em-um-ato/,,Manuscrito,digitado,Texto teatral em um ato,,,,,,,,,52 páginas
,,Sim,,Textos Espetáculo,Professor,https://www.funarte.gov.br/acervo-sergio-britto-digital/texto-em-titulo/,,Manuscrito,digitado,Texto em título,,,,,,,,,26 páginas
Máximo Gorki,"Peça Os veranistas de Máximo Gorki. Prêmio Moliere melhor direção Sergio Britto, Prêmio Moliere melhor ator Rodrigo Santiago, Prêmio Moliere melhor atriz Renata Sorrah, Prêmio Mambembe melhor diretor Sergio Britto, Prêmio Mambembe melhor atriz Tetê Medina, Prêmio Mambembe melhor produtor Teatro dos 4, Prêmio Golfinho de Ouro melhor direção Sergio Britto e Prêmio SNT 5 melhores espetáculos do ano.
Elenco: Renata Sorrah, Rodrigo Santiago, Sergio Britto, Tetê Medina, Ítalo Rossi, Suzana Faini, Luis de Lima, Yara Amaral, Walter Marins, Vinícius Salvatore, Pedro Veras e Nildo Parente. Direção: Sergio Britto. No Teatro dos 4. Cenógrafo Hélio Eichbauer. Música de David Tygel. No Teatro dos 4.",Sim,,Textos Espetáculo,Ator | Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/os-veranistas-3/,Rio de Janeiro - RJ | Teatro dos 4,Manuscrito,digitado,Os veranistas,1978,,,"Elenco: Renata Sorrah, Rodrigo Santiago, Sergio Britto, Tetê Medina, Ítalo Rossi, Suzana Faini, Luis de Lima, Yara Amaral, Walter Marins, Vinícius Salvatore, Pedro Veras e Nildo Parente. Direção: Sergio Britto. No Teatro dos 4. Cenógrafo Hélio Eichbauer. Música de David Tygel",,,,,84 páginas
Clovis Levy,"Peça na Era do Rádio de Clóvis Levy
Elenco: Sergio Britto, Telma Costa, Antonio Carlos Feio, Totia Meirelles, Leonardo Serrano, Jorge Lima, Selmo Goldmacher, Carlinhos Costa, Nildo Parente, Sandra Louzada, Alexandre Padilha, Elen Brandão, Isabel Azevedo e Luciana Victor. Direção: Sergio Britto. No Teatro Delfin. Figurinos Ricardo Venâncio. Coreografia Fabio de Mello e iluminação de Paulo César Medeiros.
Musical dos anos 20 aos 50, vários acontecimentos determinam o comportamento de uma família sempre concentrada em torno do aparelho. Desde o aparecimento dos primeiros receptores até a chegada da TV, tudo na sociedade era produto do que era transmitido pelas ondas do rádio. Faz uma radiografia da sociedade dos anos 20 aos 50 por meio de canções e ídolos da época.",Sim,,Textos Espetáculo,Ator | Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/na-era-do-radio-2/,,Manuscrito,digitado,Na era do rádio,1994,,,"Elenco: Sergio Britto, Telma Costa, Antonio Carlos Feio, Totia Meirelles, Leonardo Serrano, Jorge Lima, Selmo Goldmacher, Carlinhos Costa, Nildo Parente, Sandra Louzada, Alexandre Padilha, Elen Brandão, Isabel Azevedo e Luciana Victor. Direção: Sergio Britto. No Teatro Delfin. Figurinos Ricardo Venâncio. Coreografia Fabio de Mello e iluminação de Paulo César Medeiros.",,,,,54 páginas
,,Sim,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/liberdade-em-bremen/,,Manuscrito,digitado,Liberdade em Bremen,,,,,,,,,25 páginas
Lillian Hellmann em tradução de Beatriz Segall | Marco Antonio Guerra,"Peça As pequenas raposas de Lilian Hellman.
A trama expõe atitudes sem escrúpulos de membros de uma família do sul dos Estados Unidos.
Elenco: Beatriz Segall, Sergio Britto, Joana Fomm, Ednei Giovenazzi, Roberto Pirillo, Rogerior Froes, Léa Garcia, Pedro Osório, Aires Jorge e Patricia Werneck. Direção: Naum Alves de Souza.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/pequena-raposa/,,Manuscrito,digitado,Pequena raposa,2004,,,,,,,,92 páginas
Péricles Barros,"Especial de fim de ano da Rede Globo de Televisão, O natal do menino imperador. Núcleo Denise Saraceni",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-natal-do-menino-imperador/,,Manuscrito,digitado,O natal do menino imperador,,,,,,,,,42 páginas
Eduvaldo Vianna Filho,"Peça Peça Longa noite de cristal, pelo texto parece que os diretios pertencem a empresa Gracindo Jr. Produções",Não,,Textos Espetáculo,Produtor,https://www.funarte.gov.br/acervo-sergio-britto-digital/longa-noite-de-cristal/,,Manuscrito,digitado,Longa noite de cristal,,,,,,,,,56 páginas
,Peça Imperador Jones pelo Teatro Experimental do Negro,Não,,Textos Espetáculo,Produtor,https://www.funarte.gov.br/acervo-sergio-britto-digital/imperador-jones/,,Manuscrito,digitado,Imperador Jones,,,,,,,,,56 páginas
Mauro Rasi,"Peça O baile de máscaras de Mauro Rasi
Elenco: Sergio Viotti, Cleyde Yáconis, Lilian Cabral, Reinaldo Gonzaga, Cláudio Mamberti, Thelma Reston, Roberto Frota e Luiz Cláudio e Daniel Dantas. Direção: Mauro Rasi.",Não,,"Ai, Ai Brasil",Produtor,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-baile-de-mascaras-17/,Rio de Janeiro | Shopping da Gávea | Teatro dos Quatro,Manuscrito,digitado,O baile de máscaras,1991,,,"Elenco: Sergio Viotti, Cleyde Yáconis, Lilian Cabral, Reinaldo Gonzaga, Cláudio Mamberti, Thelma Reston, Roberto Frota e Luiz Cláudio e Daniel Dantas. Direção: Mauro Rasi.",,,,,80 páginas
Samuel Beckett,"Peça a última gravação de Krapp e ato sem palavras 1 de Samuel Beckett.
Dois textos curtos do dramaturgo inglês. A última gravação de Krapp é um monólogo escrito em 1958 para o ator irlandês Patrick Magee. Em cena o velho Krapp, escritor, grava os acontecimentos mais marcantes do ano que passou e escuta passagens dos anos anteriores, hábito cumprido por ele em todos os seus aniversários. Ato sem palavras I, criada em 1956 para o ator e dançarino Deryk Mendel, traz um homem no deserto que persegue em vão a sombra de uma árvore e água.
Elenco: Sergio Britto. Direção: Isabel Cavalcanti. No Teatro Oi Futuro.
¢	Ganhou o Prêmio Cariocas do Ano oferecido pela Revista Veja
¢	Prêmio Shell de melhor ator pela peça A última gravação de Krapp e ato sem palavras I.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/a-ultima-gravaca-de-krapp/,Teatro Oi Futuro,Manuscrito,digitado,A última gravaçã de Krapp,2008,,,Elenco: Sergio Britto. Direção: Isabel Cavalcanti. No Teatro Oi Futuro.,,,,,22 páginas
Clovis Levy | Sergio Britto,"Peça Ai, ai Brasil - os outros 500 anos de Sérgio Britto e Clovis Levy. No Teatro UniverCidade.
Elenco: Suely Franco, Sérgio Britto, Camilo Bevilaqua, Nedira Campos, Jalusa Barcelos, Rafael Aragon, Vic Militello, Nildo Parente, Serjão Loroza, Patrícia Costa, Beth Lammas e Rogério Freitas. Direção Sérgio Britto. Cenografia Zbigniew Wieckowski, figurinos de Marcello Marques e iluminação de Rogério Wiltgen. Música de Caique Botkay e coreografia de Fabio de Mello.",Não,,"Ai, Ai Brasil",Ator | Autor | Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/ai-ai-brasil-5/,Teatro Univercidade - Rio de Janeiro,Manuscrito,digitado,"Ai, ai Brasil",2000,,,"Elenco: Suely Franco, Sérgio Britto, Camilo Bevilaqua, Nedira Campos, Jalusa Barcelos, Rafael Aragon, Vic Militello, Nildo Parente, Serjão Loroza, Patrícia Costa, Beth Lammas e Rogério Freitas. Direção Sérgio Britto. Cenografia Zbigniew Wieckowski, figurinos de Marcello Marques e iluminação de Rogério Wiltgen. Música de Caique Botkay e coreografia de Fabio de Mello.",,,,,53 páginas
,"Peça Sábado, domingo e segunda de Eduardo de Filippo traduzido por Millôr Fernandes. Prêmio Moliere melhor diretor José Wilker, Prêmio Moliere melhor atriz Yara Amaral, Prêmio Mambembe melhor diretor José Wilker, Prêmio Mambembe melhor ator Ary Fontoura, Prêmio Mambembe melhor ator coadjuvante Paulo Gracindo e Prêmio Mambembe melhor atriz coadjuvante Cristina Pereira.
Elenco: Sergio Britto, Paulo Goulart, Paulo Grancindo, Guilherme Karan, Yara Amaral, Renata Fronzi, Monica Torres, Pedro Veras, Ary Fontoura e Cristina Pereira. Mario Borges substitui Guilherme Karan, Direção: José Wilker. No Teatro dos 4. Cenários de Paulo Mamede e figurinos de Mimina Roveda.
É a história do almoço dominical de uma família napolitana, usado como pretexto para solução de problemas emocionais.",,,"Sábado, Domingo e Segunda",Autor,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-segunda-28/,Rio de Janeiro | Shopping da Gávea | Teatro dos Quatro,Fotografia,,"Sábado, domingo e segunda",1986,,"Elenco: Sergio Britto, Paulo Goulart, Paulo Grancindo, Guilherme Karan, Yara Amaral, Renata Fronzi, Monica Torres, Pedro Veras, Ary Fontoura e Cristina Pereira. Mario Borges substitui Guilherme Karan",Direção: José Wilker. No Teatro dos 4. Cenários de Paulo Mamede e figurinos de Mimina Roveda.,,,,,
,"Um espetáculo dividido em duas partes, a primeira delas baseada no romance de Aluizio Azevedo, e a segunda uma coletânea de textos, poesias, músicas e memórias que contam a história do país desde a Velha República até os dias de hoje.
Peça O cortiço de Arthur Azevedo e O cortiço - a história da república de Sérgio Britto e Sandra Louzada.",,,O Cortiço,Autor | Diretor,https://www.funarte.gov.br/acervo-sergio-britto-digital/o-cortico/,Rio de Janeiro - RJ | Teatro Delfim,Fotografia,,O cortiço,1993,,"Elenco: Tonico Pereira, Nildo Parente, Ênio Santos, Neuza Borges, Nadira Campos, Ana Maria Jansen, Alberto Damit, Antonio Carlos Feio, Arehy Jr., Beto Pacheco, Claudia Ribeiro, Eduardo Torres, Ellen Brandão, Eli Mendes, Eliana Monteiro, Helena Ritter, Isabel Azevedo, Leonardo Serrano, Luciana Victor, Marco Santos, Morgana Bittencourt, Paulo Duque Estrada, Ricardo Galvão, Rodrigo Vasconcelos, Rogério Rodrigues, Ronaldo Damas, Sandra Louzada, Valéria Monã e Victor Vauban Jr. Direção: Sérgio Britto.",,,,,,
Eduardo de Filippo,"Peça Sábado, domingo e segunda de Eduardo de Filippo em tradução de Millor Fernandes.",Não,,Textos Espetáculo,Ator,https://www.funarte.gov.br/acervo-sergio-britto-digital/sabado-domingo-e-egunda/,,Manuscrito,digitado,"Sábado, domingo e egunda",,,,"1986 Peça Sábado, domingo e segunda de Eduardo de Filippo traduzido por Millôr Fernandes. Prêmio Moliere melhor diretor José Wilker, Prêmio Moliere melhor atriz Yara Amaral, Prêmio Mambembe melhor diretor José Wilker, Prêmio Mambembe melhor ator Ary Fontoura, Prêmio Mambembe melhor ator coadjuvante Paulo Gracindo e Prêmio Mambembe melhor atriz coadjuvante Cristina Pereira.
Elenco: Sergio Britto, Paulo Goulart, Paulo Grancindo, Guilherme Karan, Yara Amaral, Renata Fronzi, Monica Torres, Pedro Veras, Ary Fontoura e Cristina Pereira. Mario Borges substitui Guilherme Karan, Direção: José Wilker. No Teatro dos 4. Cenários de Paulo Mamede e figurinos de Mimina Roveda.
É a história do almoço dominical de uma família napolitana, usado como pretexto para solução de problemas emocionais.",,,,,96 páginas
